design,design_name,config,flow_status,total_runtime,routed_runtime,DIEAREA_mm^2,CellPer_mm^2,OpenDP_Util,Final_Util,Peak_Memory_Usage_MB,synth_cell_count,tritonRoute_violations,Short_violations,MetSpc_violations,OffGrid_violations,MinHole_violations,Other_violations,Magic_violations,pin_antenna_violations,net_antenna_violations,lvs_total_errors,klayout_violations,wire_length,vias,wns,pl_wns,optimized_wns,fastroute_wns,spef_wns,tns,pl_tns,optimized_tns,fastroute_tns,spef_tns,HPWL,routing_layer1_pct,routing_layer2_pct,routing_layer3_pct,routing_layer4_pct,routing_layer5_pct,routing_layer6_pct,wires_count,wire_bits,public_wires_count,public_wire_bits,memories_count,memory_bits,processes_count,cells_pre_abc,AND,DFF,NAND,NOR,OR,XOR,XNOR,MUX,inputs,outputs,level,DecapCells,WelltapCells,DiodeCells,FillCells,NonPhysCells,TotalCells,CoreArea_um^2,power_slowest_internal_uW,power_slowest_switching_uW,power_slowest_leakage_uW,power_typical_internal_uW,power_typical_switching_uW,power_typical_leakage_uW,power_fastest_internal_uW,power_fastest_switching_uW,power_fastest_leakage_uW,critical_path_ns,CLOCK_PERIOD,FP_ASPECT_RATIO,FP_CORE_UTIL,FP_PDN_HPITCH,FP_PDN_VPITCH,GRT_ADJUSTMENT,GRT_REPAIR_ANTENNAS,MAX_FANOUT_CONSTRAINT,PL_TARGET_DENSITY,RUN_HEURISTIC_DIODE_INSERTION,STD_CELL_LIBRARY,SYNTH_STRATEGY,DIE_AREA,CORE_AREA,Congestion
carryskip,carryskip,matrix_config_34,flow completed,0h0m45s0ms,0h0m31s0ms,0.0025084073,30696.769220851813,-1,38.9269,488.97,51,0,0,0,0,0,0,0,0,0,0,0,767,401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231765.0,0.0,10.44,12.64,3.66,0.0,0.0,98,138,41,81,0,0,0,66,4,0,6,3,2,8,8,2,17,9,6,75,14,0,43,77,209,1096.0512,1.22e-05,1.85e-05,3.19e-07,1.48e-05,2.35e-05,3.69e-10,1.64e-05,2.77e-05,4.83e-10,1.1800000000000002,10.0,1,36.0,8.16,8.395,0.3,1,10,0.65,0,sky130_fd_sc_hd,AREA 0,700.0,575.0,8.79
carryskip,carryskip,matrix_config_35,flow completed,0h0m46s0ms,0h0m32s0ms,0.002461779425,31278.18813417859,-1,39.4676,487.0,51,0,0,0,0,0,0,0,0,0,0,0,736,392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,232464.0,0.0,10.89,14.93,1.95,0.0,0.0,98,138,41,81,0,0,0,66,4,0,6,3,2,8,8,2,17,9,6,73,14,0,30,77,194,1081.0368,1.22e-05,1.84e-05,3.19e-07,1.48e-05,2.34e-05,3.41e-10,1.64e-05,2.77e-05,4.55e-10,1.1800000000000002,10.0,1,37.0,8.16,8.28,0.3,1,10,0.65,0,sky130_fd_sc_hd,AREA 0,700.0,575.0,9.28
carryskip,carryskip,matrix_config_36,flow completed,0h0m45s0ms,0h0m31s0ms,0.002417562,31850.26898999902,-1,40.0235,478.5,51,0,0,0,0,0,0,0,0,0,0,0,763,406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230255.0,0.0,10.79,13.87,3.17,0.0,0.0,98,138,41,81,0,0,0,66,4,0,6,3,2,8,8,2,17,9,6,71,14,0,37,77,199,1066.0223999999998,1.22e-05,1.85e-05,3.19e-07,1.48e-05,2.36e-05,3.48e-10,1.64e-05,2.78e-05,4.62e-10,1.2000000000000002,10.0,1,38.0,8.16,8.165,0.3,1,10,0.65,0,sky130_fd_sc_hd,AREA 0,700.0,575.0,9.19
carryskip,carryskip,matrix_config_37,flow completed,0h0m46s0ms,0h0m32s0ms,0.002375701625,32411.477598749378,-1,44.1558,478.54,51,0,0,0,0,0,0,0,0,0,0,0,758,380,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,232881.0,0.0,10.0,13.49,2.32,0.0,0.0,98,138,41,81,0,0,0,66,4,0,6,3,2,8,8,2,17,9,6,60,13,0,35,77,185,963.424,1.22e-05,1.85e-05,3.19e-07,1.48e-05,2.35e-05,3.16e-10,1.64e-05,2.77e-05,4.3e-10,1.19,10.0,1,39.0,7.475,8.05,0.3,1,10,0.65,0,sky130_fd_sc_hd,AREA 0,700.0,575.0,8.42
carryskip,carryskip,matrix_config_38,flow completed,0h0m45s0ms,0h0m31s0ms,0.002335661025,32967.1125971715,-1,44.1558,479.79,51,0,0,0,0,0,0,0,0,0,0,0,758,382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,232881.0,0.0,10.11,13.49,2.36,0.0,0.0,98,138,41,81,0,0,0,66,4,0,6,3,2,8,8,2,17,9,6,60,13,0,35,77,185,963.424,1.22e-05,1.85e-05,3.19e-07,1.48e-05,2.35e-05,3.16e-10,1.64e-05,2.77e-05,4.3e-10,1.19,10.0,1,40.0,7.475,8.05,0.3,1,10,0.65,0,sky130_fd_sc_hd,AREA 0,700.0,575.0,8.49
carryskip,carryskip,matrix_config_39,flow completed,0h0m45s0ms,0h0m32s0ms,0.0022974033,33516.100547082875,-1,44.7958,486.48,51,0,0,0,0,0,0,0,0,0,0,0,755,406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,238113.0,0.0,11.36,14.86,1.18,0.0,0.0,98,138,41,81,0,0,0,66,4,0,6,3,2,8,8,2,17,9,6,58,13,0,28,77,176,949.6607999999998,1.22e-05,1.85e-05,3.19e-07,1.48e-05,2.36e-05,3.17e-10,1.64e-05,2.78e-05,4.31e-10,1.19,10.0,1,41.0,7.475,7.935,0.3,1,10,0.65,0,sky130_fd_sc_hd,AREA 0,700.0,575.0,9.05
carryskip,carryskip,matrix_config_40,flow completed,0h0m45s0ms,0h0m32s0ms,0.0022608929,34057.34079663835,-1,45.4545,479.25,51,0,0,0,0,0,0,0,0,0,0,0,758,389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,232817.0,0.0,9.43,14.17,2.06,0.0,0.0,98,138,41,81,0,0,0,66,4,0,6,3,2,8,8,2,17,9,6,62,13,0,32,77,184,935.8975999999998,1.22e-05,1.85e-05,3.19e-07,1.48e-05,2.35e-05,3.35e-10,1.64e-05,2.77e-05,4.49e-10,1.19,10.0,1,42.0,7.475,7.815,0.3,1,10,0.65,0,sky130_fd_sc_hd,AREA 0,700.0,575.0,8.39
carryskip,carryskip,matrix_config_41,flow completed,0h0m45s0ms,0h0m31s0ms,0.0022256208,34597.088596583926,-1,45.8616,478.83,51,0,0,0,0,0,0,0,0,0,0,0,695,388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,233884.0,0.0,8.05,14.17,3.67,0.0,0.0,98,138,41,81,0,0,0,66,4,0,6,3,2,8,8,2,17,9,6,67,13,0,25,77,182,922.1344,1.2e-05,1.83e-05,3.19e-07,1.45e-05,2.33e-05,3.52e-10,1.6e-05,2.74e-05,4.62e-10,1.1800000000000002,10.0,1,43.0,7.475,7.705,0.3,1,10,0.65,0,sky130_fd_sc_hd,AREA 0,700.0,575.0,8.2
carryskip,carryskip,matrix_config_42,flow completed,0h0m45s0ms,0h0m31s0ms,0.002192036025,35127.159919737176,-1,46.5565,485.73,51,0,0,0,0,0,0,0,0,0,0,0,703,393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,239645.0,0.0,8.37,13.56,3.27,0.0,0.0,98,138,41,81,0,0,0,66,4,0,6,3,2,8,8,2,17,9,6,63,13,0,30,77,183,908.3712,1.2e-05,1.83e-05,3.19e-07,1.45e-05,2.33e-05,3.46e-10,1.6e-05,2.75e-05,4.57e-10,1.19,10.0,1,44.0,7.475,7.59,0.3,1,10,0.65,0,sky130_fd_sc_hd,AREA 0,700.0,575.0,8.06
carryskip,carryskip,matrix_config_43,flow completed,0h0m45s0ms,0h0m31s0ms,0.0021596388,35654.11030770516,-1,46.5565,478.63,51,0,0,0,0,0,0,0,0,0,0,0,694,395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,239645.0,0.0,8.47,13.56,3.33,0.0,0.0,98,138,41,81,0,0,0,66,4,0,6,3,2,8,8,2,17,9,6,63,13,0,30,77,183,908.3712,1.2e-05,1.83e-05,3.19e-07,1.45e-05,2.33e-05,3.46e-10,1.6e-05,2.75e-05,4.57e-10,1.19,10.0,1,45.0,7.475,7.59,0.3,1,10,0.65,0,sky130_fd_sc_hd,AREA 0,700.0,575.0,8.13
carryskip,carryskip,matrix_config_44,flow completed,0h0m46s0ms,0h0m32s0ms,0.0025569929,30113.49777310684,-1,38.4009,486.82,51,0,0,0,0,0,0,0,0,0,0,0,778,409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,223150.0,0.0,11.3,12.83,2.28,0.0,0.0,98,138,41,81,0,0,0,66,4,0,6,3,2,8,8,2,17,9,6,80,14,0,31,77,202,1111.0656,1.22e-05,1.86e-05,3.19e-07,1.48e-05,2.36e-05,3.74e-10,1.63e-05,2.79e-05,4.88e-10,1.2000000000000002,10.0,1,35.0,8.16,8.51,0.3,1,10,0.65,0,sky130_fd_sc_hd,AREA 0,800.0,575.0,8.82
carryskip,carryskip,matrix_config_45,flow completed,0h0m45s0ms,0h0m31s0ms,0.0025084073,30696.769220851813,-1,38.9269,479.17,51,0,0,0,0,0,0,0,0,0,0,0,767,401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231765.0,0.0,10.44,12.64,3.66,0.0,0.0,98,138,41,81,0,0,0,66,4,0,6,3,2,8,8,2,17,9,6,75,14,0,43,77,209,1096.0512,1.22e-05,1.85e-05,3.19e-07,1.48e-05,2.35e-05,3.69e-10,1.64e-05,2.77e-05,4.83e-10,1.1800000000000002,10.0,1,36.0,8.16,8.395,0.3,1,10,0.65,0,sky130_fd_sc_hd,AREA 0,800.0,575.0,8.79
carryskip,carryskip,matrix_config_46,flow completed,0h0m47s0ms,0h0m32s0ms,0.002461779425,31278.18813417859,-1,39.4676,495.21,51,0,0,0,0,0,0,0,0,0,0,0,736,392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,232464.0,0.0,10.89,14.93,1.95,0.0,0.0,98,138,41,81,0,0,0,66,4,0,6,3,2,8,8,2,17,9,6,73,14,0,30,77,194,1081.0368,1.22e-05,1.84e-05,3.19e-07,1.48e-05,2.34e-05,3.41e-10,1.64e-05,2.77e-05,4.55e-10,1.1800000000000002,10.0,1,37.0,8.16,8.28,0.3,1,10,0.65,0,sky130_fd_sc_hd,AREA 0,800.0,575.0,9.28
carryskip,carryskip,matrix_config_47,flow completed,0h0m45s0ms,0h0m31s0ms,0.002417562,31850.26898999902,-1,40.0235,486.98,51,0,0,0,0,0,0,0,0,0,0,0,763,406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230255.0,0.0,10.79,13.87,3.17,0.0,0.0,98,138,41,81,0,0,0,66,4,0,6,3,2,8,8,2,17,9,6,71,14,0,37,77,199,1066.0223999999998,1.22e-05,1.85e-05,3.19e-07,1.48e-05,2.36e-05,3.48e-10,1.64e-05,2.78e-05,4.62e-10,1.2000000000000002,10.0,1,38.0,8.16,8.165,0.3,1,10,0.65,0,sky130_fd_sc_hd,AREA 0,800.0,575.0,9.19
carryskip,carryskip,matrix_config_48,flow completed,0h0m45s0ms,0h0m32s0ms,0.002375701625,32411.477598749378,-1,44.1558,478.68,51,0,0,0,0,0,0,0,0,0,0,0,758,380,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,232881.0,0.0,10.0,13.49,2.32,0.0,0.0,98,138,41,81,0,0,0,66,4,0,6,3,2,8,8,2,17,9,6,60,13,0,35,77,185,963.424,1.22e-05,1.85e-05,3.19e-07,1.48e-05,2.35e-05,3.16e-10,1.64e-05,2.77e-05,4.3e-10,1.19,10.0,1,39.0,7.475,8.05,0.3,1,10,0.65,0,sky130_fd_sc_hd,AREA 0,800.0,575.0,8.42
carryskip,carryskip,matrix_config_49,flow completed,0h0m45s0ms,0h0m32s0ms,0.002335661025,32967.1125971715,-1,44.1558,479.12,51,0,0,0,0,0,0,0,0,0,0,0,758,382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,232881.0,0.0,10.11,13.49,2.36,0.0,0.0,98,138,41,81,0,0,0,66,4,0,6,3,2,8,8,2,17,9,6,60,13,0,35,77,185,963.424,1.22e-05,1.85e-05,3.19e-07,1.48e-05,2.35e-05,3.16e-10,1.64e-05,2.77e-05,4.3e-10,1.19,10.0,1,40.0,7.475,8.05,0.3,1,10,0.65,0,sky130_fd_sc_hd,AREA 0,800.0,575.0,8.49
carryskip,carryskip,matrix_config_50,flow completed,0h0m46s0ms,0h0m32s0ms,0.0022974033,33516.100547082875,-1,44.7958,479.12,51,0,0,0,0,0,0,0,0,0,0,0,755,406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,238113.0,0.0,11.36,14.86,1.18,0.0,0.0,98,138,41,81,0,0,0,66,4,0,6,3,2,8,8,2,17,9,6,58,13,0,28,77,176,949.6607999999998,1.22e-05,1.85e-05,3.19e-07,1.48e-05,2.36e-05,3.17e-10,1.64e-05,2.78e-05,4.31e-10,1.19,10.0,1,41.0,7.475,7.935,0.3,1,10,0.65,0,sky130_fd_sc_hd,AREA 0,800.0,575.0,9.05
carryskip,carryskip,matrix_config_51,flow completed,0h0m45s0ms,0h0m31s0ms,0.0022608929,34057.34079663835,-1,45.4545,496.41,51,0,0,0,0,0,0,0,0,0,0,0,758,389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,232817.0,0.0,9.43,14.17,2.06,0.0,0.0,98,138,41,81,0,0,0,66,4,0,6,3,2,8,8,2,17,9,6,62,13,0,32,77,184,935.8975999999998,1.22e-05,1.85e-05,3.19e-07,1.48e-05,2.35e-05,3.35e-10,1.64e-05,2.77e-05,4.49e-10,1.19,10.0,1,42.0,7.475,7.815,0.3,1,10,0.65,0,sky130_fd_sc_hd,AREA 0,800.0,575.0,8.39
carryskip,carryskip,matrix_config_52,flow completed,0h0m45s0ms,0h0m31s0ms,0.0022256208,34597.088596583926,-1,45.8616,478.39,51,0,0,0,0,0,0,0,0,0,0,0,695,388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,233884.0,0.0,8.05,14.17,3.67,0.0,0.0,98,138,41,81,0,0,0,66,4,0,6,3,2,8,8,2,17,9,6,67,13,0,25,77,182,922.1344,1.2e-05,1.83e-05,3.19e-07,1.45e-05,2.33e-05,3.52e-10,1.6e-05,2.74e-05,4.62e-10,1.1800000000000002,10.0,1,43.0,7.475,7.705,0.3,1,10,0.65,0,sky130_fd_sc_hd,AREA 0,800.0,575.0,8.2
carryskip,carryskip,matrix_config_53,flow completed,0h0m46s0ms,0h0m32s0ms,0.002192036025,35127.159919737176,-1,46.5565,496.55,51,0,0,0,0,0,0,0,0,0,0,0,703,393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,239645.0,0.0,8.37,13.56,3.27,0.0,0.0,98,138,41,81,0,0,0,66,4,0,6,3,2,8,8,2,17,9,6,63,13,0,30,77,183,908.3712,1.2e-05,1.83e-05,3.19e-07,1.45e-05,2.33e-05,3.46e-10,1.6e-05,2.75e-05,4.57e-10,1.19,10.0,1,44.0,7.475,7.59,0.3,1,10,0.65,0,sky130_fd_sc_hd,AREA 0,800.0,575.0,8.06
carryskip,carryskip,matrix_config_54,flow completed,0h0m46s0ms,0h0m32s0ms,0.0021596388,35654.11030770516,-1,46.5565,478.46,51,0,0,0,0,0,0,0,0,0,0,0,694,395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,239645.0,0.0,8.47,13.56,3.33,0.0,0.0,98,138,41,81,0,0,0,66,4,0,6,3,2,8,8,2,17,9,6,63,13,0,30,77,183,908.3712,1.2e-05,1.83e-05,3.19e-07,1.45e-05,2.33e-05,3.46e-10,1.6e-05,2.75e-05,4.57e-10,1.19,10.0,1,45.0,7.475,7.59,0.3,1,10,0.65,0,sky130_fd_sc_hd,AREA 0,800.0,575.0,8.13
carryskip,carryskip,matrix_config_55,flow completed,0h0m46s0ms,0h0m32s0ms,0.0025569929,30113.49777310684,-1,38.4009,478.51,51,0,0,0,0,0,0,0,0,0,0,0,778,409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,223150.0,0.0,11.3,12.83,2.28,0.0,0.0,98,138,41,81,0,0,0,66,4,0,6,3,2,8,8,2,17,9,6,80,14,0,31,77,202,1111.0656,1.22e-05,1.86e-05,3.19e-07,1.48e-05,2.36e-05,3.74e-10,1.63e-05,2.79e-05,4.88e-10,1.2000000000000002,10.0,1,35.0,8.16,8.51,0.3,1,10,0.65,0,sky130_fd_sc_hd,AREA 0,900.0,575.0,8.82
carryskip,carryskip,matrix_config_56,flow completed,0h0m46s0ms,0h0m32s0ms,0.0025084073,30696.769220851813,-1,38.9269,479.98,51,0,0,0,0,0,0,0,0,0,0,0,767,401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231765.0,0.0,10.44,12.64,3.66,0.0,0.0,98,138,41,81,0,0,0,66,4,0,6,3,2,8,8,2,17,9,6,75,14,0,43,77,209,1096.0512,1.22e-05,1.85e-05,3.19e-07,1.48e-05,2.35e-05,3.69e-10,1.64e-05,2.77e-05,4.83e-10,1.1800000000000002,10.0,1,36.0,8.16,8.395,0.3,1,10,0.65,0,sky130_fd_sc_hd,AREA 0,900.0,575.0,8.79
carryskip,carryskip,matrix_config_57,flow completed,0h0m45s0ms,0h0m31s0ms,0.002461779425,31278.18813417859,-1,39.4676,479.38,51,0,0,0,0,0,0,0,0,0,0,0,736,392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,232464.0,0.0,10.89,14.93,1.95,0.0,0.0,98,138,41,81,0,0,0,66,4,0,6,3,2,8,8,2,17,9,6,73,14,0,30,77,194,1081.0368,1.22e-05,1.84e-05,3.19e-07,1.48e-05,2.34e-05,3.41e-10,1.64e-05,2.77e-05,4.55e-10,1.1800000000000002,10.0,1,37.0,8.16,8.28,0.3,1,10,0.65,0,sky130_fd_sc_hd,AREA 0,900.0,575.0,9.28
carryskip,carryskip,matrix_config_58,flow completed,0h0m46s0ms,0h0m32s0ms,0.002417562,31850.26898999902,-1,40.0235,478.75,51,0,0,0,0,0,0,0,0,0,0,0,763,406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230255.0,0.0,10.79,13.87,3.17,0.0,0.0,98,138,41,81,0,0,0,66,4,0,6,3,2,8,8,2,17,9,6,71,14,0,37,77,199,1066.0223999999998,1.22e-05,1.85e-05,3.19e-07,1.48e-05,2.36e-05,3.48e-10,1.64e-05,2.78e-05,4.62e-10,1.2000000000000002,10.0,1,38.0,8.16,8.165,0.3,1,10,0.65,0,sky130_fd_sc_hd,AREA 0,900.0,575.0,9.19
carryskip,carryskip,matrix_config_59,flow completed,0h0m45s0ms,0h0m31s0ms,0.002375701625,32411.477598749378,-1,44.1558,486.03,51,0,0,0,0,0,0,0,0,0,0,0,758,380,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,232881.0,0.0,10.0,13.49,2.32,0.0,0.0,98,138,41,81,0,0,0,66,4,0,6,3,2,8,8,2,17,9,6,60,13,0,35,77,185,963.424,1.22e-05,1.85e-05,3.19e-07,1.48e-05,2.35e-05,3.16e-10,1.64e-05,2.77e-05,4.3e-10,1.19,10.0,1,39.0,7.475,8.05,0.3,1,10,0.65,0,sky130_fd_sc_hd,AREA 0,900.0,575.0,8.42
carryskip,carryskip,matrix_config_60,flow completed,0h0m46s0ms,0h0m32s0ms,0.002335661025,32967.1125971715,-1,44.1558,486.32,51,0,0,0,0,0,0,0,0,0,0,0,758,382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,232881.0,0.0,10.11,13.49,2.36,0.0,0.0,98,138,41,81,0,0,0,66,4,0,6,3,2,8,8,2,17,9,6,60,13,0,35,77,185,963.424,1.22e-05,1.85e-05,3.19e-07,1.48e-05,2.35e-05,3.16e-10,1.64e-05,2.77e-05,4.3e-10,1.19,10.0,1,40.0,7.475,8.05,0.3,1,10,0.65,0,sky130_fd_sc_hd,AREA 0,900.0,575.0,8.49
carryskip,carryskip,matrix_config_61,flow completed,0h0m47s0ms,0h0m33s0ms,0.0022974033,33516.100547082875,-1,44.7958,479.45,51,0,0,0,0,0,0,0,0,0,0,0,755,406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,238113.0,0.0,11.36,14.86,1.18,0.0,0.0,98,138,41,81,0,0,0,66,4,0,6,3,2,8,8,2,17,9,6,58,13,0,28,77,176,949.6607999999998,1.22e-05,1.85e-05,3.19e-07,1.48e-05,2.36e-05,3.17e-10,1.64e-05,2.78e-05,4.31e-10,1.19,10.0,1,41.0,7.475,7.935,0.3,1,10,0.65,0,sky130_fd_sc_hd,AREA 0,900.0,575.0,9.05
carryskip,carryskip,matrix_config_62,flow completed,0h0m46s0ms,0h0m32s0ms,0.0022608929,34057.34079663835,-1,45.4545,479.15,51,0,0,0,0,0,0,0,0,0,0,0,758,389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,232817.0,0.0,9.43,14.17,2.06,0.0,0.0,98,138,41,81,0,0,0,66,4,0,6,3,2,8,8,2,17,9,6,62,13,0,32,77,184,935.8975999999998,1.22e-05,1.85e-05,3.19e-07,1.48e-05,2.35e-05,3.35e-10,1.64e-05,2.77e-05,4.49e-10,1.19,10.0,1,42.0,7.475,7.815,0.3,1,10,0.65,0,sky130_fd_sc_hd,AREA 0,900.0,575.0,8.39
carryskip,carryskip,matrix_config_63,flow completed,0h0m45s0ms,0h0m31s0ms,0.0022256208,34597.088596583926,-1,45.8616,478.77,51,0,0,0,0,0,0,0,0,0,0,0,695,388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,233884.0,0.0,8.05,14.17,3.67,0.0,0.0,98,138,41,81,0,0,0,66,4,0,6,3,2,8,8,2,17,9,6,67,13,0,25,77,182,922.1344,1.2e-05,1.83e-05,3.19e-07,1.45e-05,2.33e-05,3.52e-10,1.6e-05,2.74e-05,4.62e-10,1.1800000000000002,10.0,1,43.0,7.475,7.705,0.3,1,10,0.65,0,sky130_fd_sc_hd,AREA 0,900.0,575.0,8.2
carryskip,carryskip,matrix_config_64,flow completed,0h0m45s0ms,0h0m31s0ms,0.002192036025,35127.159919737176,-1,46.5565,478.73,51,0,0,0,0,0,0,0,0,0,0,0,703,393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,239645.0,0.0,8.37,13.56,3.27,0.0,0.0,98,138,41,81,0,0,0,66,4,0,6,3,2,8,8,2,17,9,6,63,13,0,30,77,183,908.3712,1.2e-05,1.83e-05,3.19e-07,1.45e-05,2.33e-05,3.46e-10,1.6e-05,2.75e-05,4.57e-10,1.19,10.0,1,44.0,7.475,7.59,0.3,1,10,0.65,0,sky130_fd_sc_hd,AREA 0,900.0,575.0,8.06
carryskip,carryskip,matrix_config_65,flow completed,0h0m46s0ms,0h0m32s0ms,0.0021596388,35654.11030770516,-1,46.5565,478.77,51,0,0,0,0,0,0,0,0,0,0,0,694,395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,239645.0,0.0,8.47,13.56,3.33,0.0,0.0,98,138,41,81,0,0,0,66,4,0,6,3,2,8,8,2,17,9,6,63,13,0,30,77,183,908.3712,1.2e-05,1.83e-05,3.19e-07,1.45e-05,2.33e-05,3.46e-10,1.6e-05,2.75e-05,4.57e-10,1.19,10.0,1,45.0,7.475,7.59,0.3,1,10,0.65,0,sky130_fd_sc_hd,AREA 0,900.0,575.0,8.13
carryskip,carryskip,matrix_config_66,flow completed,0h0m46s0ms,0h0m32s0ms,0.0025569929,30113.49777310684,-1,38.4009,490.31,51,0,0,0,0,0,0,0,0,0,0,0,802,399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,213247.0,0.0,11.74,10.82,2.32,0.0,0.0,98,138,41,81,0,0,0,66,4,0,6,3,2,8,8,2,17,9,6,78,14,0,21,77,190,1111.0656,1.22e-05,1.87e-05,3.19e-07,1.48e-05,2.38e-05,3.54e-10,1.64e-05,2.8e-05,4.68e-10,1.19,10.0,1,35.0,8.16,8.51,0.3,1,10,0.7,0,sky130_fd_sc_hd,AREA 0,700.0,575.0,8.3
carryskip,carryskip,matrix_config_67,flow completed,0h0m46s0ms,0h0m32s0ms,0.0025084073,30696.769220851813,-1,38.9269,486.75,51,0,0,0,0,0,0,0,0,0,0,0,808,389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214225.0,0.0,10.44,12.42,2.4,0.0,0.0,98,138,41,81,0,0,0,66,4,0,6,3,2,8,8,2,17,9,6,71,14,0,37,77,199,1096.0512,1.22e-05,1.88e-05,3.19e-07,1.48e-05,2.39e-05,3.32e-10,1.64e-05,2.82e-05,4.46e-10,1.2000000000000002,10.0,1,36.0,8.16,8.395,0.3,1,10,0.7,0,sky130_fd_sc_hd,AREA 0,700.0,575.0,8.45
carryskip,carryskip,matrix_config_68,flow completed,0h0m47s0ms,0h0m32s0ms,0.002461779425,31278.18813417859,-1,39.4676,479.47,51,0,0,0,0,0,0,0,0,0,0,0,795,393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,216302.0,0.0,12.22,11.66,2.35,0.0,0.0,98,138,41,81,0,0,0,66,4,0,6,3,2,8,8,2,17,9,6,71,14,0,32,77,194,1081.0368,1.22e-05,1.87e-05,3.19e-07,1.48e-05,2.38e-05,3.39e-10,1.64e-05,2.8e-05,4.53e-10,1.2000000000000002,10.0,1,37.0,8.16,8.28,0.3,1,10,0.7,0,sky130_fd_sc_hd,AREA 0,700.0,575.0,8.73
carryskip,carryskip,matrix_config_69,flow completed,0h0m46s0ms,0h0m31s0ms,0.002417562,31850.26898999902,-1,40.0235,488.09,51,0,0,0,0,0,0,0,0,0,0,0,769,389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,216654.0,0.0,11.01,15.08,0.38,0.0,0.0,98,138,41,81,0,0,0,66,4,0,6,3,2,8,8,2,17,9,6,75,14,0,30,77,196,1066.0223999999998,1.22e-05,1.85e-05,3.19e-07,1.48e-05,2.35e-05,3.64e-10,1.64e-05,2.78e-05,4.79e-10,1.19,10.0,1,38.0,8.16,8.165,0.3,1,10,0.7,0,sky130_fd_sc_hd,AREA 0,700.0,575.0,8.99
carryskip,carryskip,matrix_config_70,flow completed,0h0m46s0ms,0h0m32s0ms,0.002375701625,32411.477598749378,-1,44.1558,486.42,51,0,0,0,0,0,0,0,0,0,0,0,753,390,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,221899.0,0.0,10.44,13.37,1.17,0.0,0.0,98,138,41,81,0,0,0,66,4,0,6,3,2,8,8,2,17,9,6,65,13,0,30,77,185,963.424,1.22e-05,1.84e-05,3.19e-07,1.48e-05,2.34e-05,3.49e-10,1.63e-05,2.76e-05,4.63e-10,1.19,10.0,1,39.0,7.475,8.05,0.3,1,10,0.7,0,sky130_fd_sc_hd,AREA 0,700.0,575.0,8.3
